Geschäfts-Nr.: HG120259-O U/dz	 #### HG120259	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Weiter gehend hat das Bundesgericht auch schon die Meinung vertreten, es dürfe auch auf die subjektive Untauglichkeit abgestellt werden: Im Rahmen der Prüfung einer Gehörverletzung nach Art. 29 Abs. 2 BV sowie einer Willkürprüfung nach Art. 9 BV gab es der Vorinstanz recht, welche davon ausgegangen war, dass die von ihr nicht einvernommene Zeugin die Darstellung der Beweisführerin bestätigt hätte, jedoch ausführte, als Arbeitnehmerin der Beweisführerin hätte nicht entscheidend auf ihre Aussagen abgestellt werden können, weil sie aufgrund ihrer arbeitsvertraglichen Bindung nicht neutral aussagen könne bzw. sich selber belasten würde (Urteil des Bundesgerichts 4P.143/2005 vom 18.8.2005 E. 2, unter Hinweis auf BGE 124 I 241 E. 2).	 #### 4P.143/2005 #### BGE 124 I 241 E. 2	2	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
3.2.3.4.Umstände des Vertragsschlusses: Altlastenverfahren	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin macht geltend, die Parteien hätten weder die Altlastenverordnung noch die Abschlussverfügung in die Vertragsverhandlungen einbezogen. Entsprechend hätten sie mit dem Begriff "governmental clean-up order" nicht die Verfügung gemäss Art. 18 Abs. 2 AltlV gemeint (act. 20 Rz. 27). Die Beklagte behauptet das Gegenteil (act. 24 Rz. 49 ff.).	 #### Art. 18 Abs. 2 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Wie bereits in Erw. 3.2.1.2. ausgeführt liegt es angesichts des bei Vertragsschluss hängigen Altlastenverfahrens und der Bezugnahme des Vertrages auf die laufenden Untersuchungen nahe, dass der Begriff "governmental clean-up order" zumindest kompatibel mit dem Altlastenverfahren gewählt wurde. Die von den Parteien dargelegten Umstände des Vertragsschlusses enthalten keine Indizien dafür, dass die Parteien nicht auf die Altlastenverordnung Bezug nehmen wollten. Dies gilt insbesondere auch für die von der Klägerin hierzu genannten Vertragsentwürfe 3.1. und 4.0. (act. 3/3, act. 3/4). Dass in diesen Entwürfen das haftungsauslösende Ereignis anders umschrieben wurde als in der Endfassung, vermag höchstens einen Begriffsfindungsprozess nachzuweisen. Auch das Fehlen eines expliziten Verweises auf die Altlastenverordnung schliesst nicht aus, dass die Parteien bei Vertragsschluss gerade diese vor Augen hatten.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin beantragt weiter verschiedene Zeugeneinvernahmen zur Behauptung, dass die Partien sich nicht auf die Altlastenverordnung beziehen wollten. Jedoch fehlt es bereits an den für eine Beweisabnahme notwendigen Behauptungen. Eine beweisbelastete Partei hat die zu beweisenden Tatsachen zu behaupten, weshalb mit der Beweislast die Behauptungslast einhergeht. Ein Aspekt der Behauptungslast ist die Substantiierungslast: Tatsachenbehauptungen sind so konkret zu formulieren, dass substantiiertes Bestreiten möglich ist oder der Gegenbeweis angetreten werden kann (SCHMID, in: BSK ZGB I, Art. 8 N. 29 und 33). Gemäss Art. 221 Abs. 1 lit. e ZPO muss die Klage die Bezeichnung der einzelnen Beweismittel zu den substantiiert behaupteten Tatsachen (Prinzip der Beweisverbindung) enthalten. Dabei ist ein Beweismittel nur dann als formgerecht angeboten zu betrachten, wenn sich die Beweisofferte eindeutig der damit zu beweisenden Tatsachenbehauptung zuordnen lässt und umgekehrt. In der Regel sind die einzelnen Beweisofferten unmittelbar im Anschluss an die Tatsachenbehauptungen aufzuführen, die damit bewiesen werden sollen. Mangels solcher Beweisofferten der beweisbelasteten Partei unterbleibt eine Beweisabnahme (vgl. Urteil des Bundesgerichts 4A_56/2013 vom 4. Juni 2013, E. 4.4). Die Beweismittel sind vor Aktenschluss zu nennen, und ein späteres Nachreichen ist nur möglich, soweit noch neue Tatsachen und Beweismittel in den Prozess eingeführt werden können (LEUENBERGER, in: SUTTER-SOMM/HASENBÖHLER/LEUENBERGER, Kommentar ZPO, 2. Aufl., Zürich/Basel/Genf 2013, Art. 221 N. 51 f.). Die Klägerin hat, als hier beweisbelastete Partei, einen übereinstimmenden gegenseitigen tatsächlichen Parteiwillen nachzuweisen. Die offerierten Zeugen, I._____ (damaliger Präsident Europe der damaligen Muttergesellschaft der Klägerin), H._____ (damaliger Manager Corporate Mergers & Acquisitions der Klägerin) und Dr. J._____ (CMS von K._____ AG, Rechtsanwalt der Klägerin, der bei der Vertragsverhandlung mitwirkte), stammen allesamt aus der klägerischen "Sphäre". Sie können grundsätzlich nur ihren eigenen Willen, beziehungsweise den Willen der von ihnen vertretenen Klägerin, bestätigen. Sie sind hingegen nicht in der Lage, Angaben zum inneren Willen der Vertreter der Beklagten zu machen, es sei denn sie könnten bestätigen, dass diese ihren Willen ihnen gegenüber kundgetan hätten. Dies wird von der Klägerin allerdings nicht behauptet. Die Klägerin erwähnt lediglich, diese Zeugen hätten die Vertragsverhandlungen begleitet, führt jedoch nicht näher aus, aufgrund welcher tatsächlicher Umstände die angebotenen Zeugen über den inneren Willen der Vertreter der Beklagten Angaben machen können sollten. Dies in Erfahrung zu bringen, ist nicht Zweck des Beweisverfahrens. Da die Klägerin nicht näher dargelegt hat, inwiefern diese Zeugen Angaben zum übereinstimmenden gegenseitigen inneren Willen beider Parteien machen können, fehlt es bereits an den für eine Beweisabnahme notwendigen Behauptungen. Es kann deshalb offen bleiben, ob auf die Aussagen dieser Zeugen, die allesamt in einer engen Beziehung zur Klägerin standen (zwei waren Angestellte der Klägerin und einer war beauftragter Rechtsanwalt) überhaupt entscheidend abgestellt werden könnte, wenn sie zugunsten der Klägerin lauten würden (vgl. das in E. 3.2.3.3. zitierte Urteil des Bundesgerichts 4P.143/2005 vom 18.8.2005, E. 2).	 #### ZGB #### Art. 221 Abs. 1 lit. e ZPO #### 4A_56/2013 vom 4. Juni 2013, E. 4.4 #### ZPO #### 4P.143/2005	5	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Zur Behauptung, dass die Parteien unter einem "governmental clean-up order" nicht die Abschlussverfügung i.S.v. Art. 18 Abs. 2 AltlV verstanden hätten, beantragt die Klägerin schliesslich noch die Einvernahme von Dr. L._____ vom Sicherheits- und Umweltdepartement des Kantons Waadt als Zeugen. Auch diesen Beweisantrag begründet sie damit, Dr. L._____ habe die Parteien während der Vertragsverhandlungen eng begleitet. Gestützt auf welche konkreten tatsächlichen Umstände Dr. L._____ jedoch Angaben zum inneren Willen der Parteien machen können soll, führt die Klägerin auch hier nicht näher aus, so dass auch die Behauptungen für eine Beweisabnahme nicht ausreichen.	 #### Art. 18 Abs. 2 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Zusammenfassend ist festzuhalten, dass die von der Klägerin bezeichneten Beweismittel nicht darauf schliessen lassen, dass die Parteien beliebigen behördlichen Anordnungen im Rahmen des Altlastenverfahrens haftungsauslösende Wirkung zukommen lassen wollten.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3.2.3.5.Systematik	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin behauptet, die Parteien hätten dem Begriff "governmental clean-up order" innerhalb des Vertrages bewusst unterschiedliche Bedeutungen zugedacht. Nur in Ziffer 4.6 (iv) hätten sie damit die Verfügung gemäss Art. 18 Abs. 2 AltlV gemeint. Die Beklagte bestreitet dies und macht geltend, dass die Parteien damit immer die Sanierungsverfügung gemäss Art. 18 Abs. 2 AltlV gemeint hätten (act. 24 Rz. 82). Die Klägerin offeriert als Beweis wiederum die bereits genannten Zeugen I._____, H._____ und Dr. J._____ sowie den Entwurf 4.5. des Aktienkaufvertrags vom 11. Mai 2006, wo in Ziffer 4.6 (iv) der Zusatz "final and legally binding (rechtskräftig) governmental clean-up order" im mark-up Modus hinzugefügt worden sei, während in Ziffer 4.2 (iii) keine Änderung angebracht worden sei (act. 20 Rz. 44).	 #### Art. 18 Abs. 2 AltlV #### Art. 18 Abs. 2 AltlV	2	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Der Umstand, dass in Ziffer 4.6 (iv) im Verlauf der Vertragsverhandlungen der Zusatz "final and legally binding (rechtskräftig)" angebracht wurde und in Ziffer. 4.2 (iii) nicht, schliesst nicht aus, dass die Parteien mit "governmental clean-up order" in den beiden Ziffern dasselbe gemeint haben, zumal nach wie vor der gleiche Begriff verwendet wurde und der Zusatz diesem keine grundlegend andere Bedeutung verleiht. Bezüglich der beantragten Zeugeneinvernahmen hat die Klägerin auch hier keine tatsächlichen Umstände genannt, aus welchen sie ableitet, dass beide Parteien unter "governmental clean-up order" etwas gänzlich anderes verstanden als unter "final and legally binding governmental clean-up order". Unter diesen Umständen ist nicht ersichtlich, inwiefern die angerufenen Zeugen einen diesbezüglichen gegenseitigen übereinstimmenden Willen bezeugen könnten. Es fehlt daher auch hier bereits an den für ein Beweisverfahren notwendigen Behauptungen. Im Übrigen gilt das in Erw. 3.2.3.4. zur fraglichen Neutralität der Zeugen Gesagte.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Auch die von der Klägerin zur Systematik geltend gemachten Umstände lassen nicht darauf schliessen, dass die Parteien mit "governmental clean-up order" Anordnungen beliebiger Massnahmen im Rahmen des Altlastenverfahrens meinten. Vielmehr bestehen, wie die Beklagte zutreffend einwendet, eher Indizien dafür, dass die Parteien mit "governmental clean-up order" nur Sanierungsmassnahmen im Wortsinn gemeint haben, zumal im Vertrag deutlich zwischen "clean-up" und "investigation" unterschieden und die "investigation" dem "clean-up order" zeitlich vorgelagert wird ("a governmental clean-up order relating to a pending investigation referrend to in Section 4.2. (i)") (act. 3/1).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3.2.3.6.Vorvertragliches Verhalten der Parteien	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin beruft sich unter anderem auf ein Schreiben vom 10. April 2006, worin zwei Vertreter der Klägerin M._____ ihre Bemerkungen zum Kaufvertragsentwurf zukommen liessen (act. 21/5). In Ziffer 6.5 schlugen sie vor, eine Bestimmung in den Vertrag aufzunehmen, wonach der Verkäufer den Käufer für alle Massnahmen ("all measures") schadlos hält, die gestützt auf eine staatliche Anordnung ("order or decree") vorgenommen werden. Auch wenn in diesem Vorschlag der haftungsauslösende Vorgang weiter gefasst ist, lässt sich daraus entgegen der Ansicht der Klägerin kein tatsächlicher übereinstimmender Parteiwillen ableiten, beliebige behördlich angeordneten Massnahmen als haftungsauslösend zu betrachten. Wie gesagt, handelt es sich bei der zitierten Passage lediglich um einen Vorschlag der Klägerin, der in dieser Form aber keinen Eingang in den definitiven Vertrag gefunden hat (act. 3/1). Wie noch zu zeigen sein wird, wurde diese Passage in der Folge auch mehrfach abgeändert. Namentlich enthält bereits der Entwurf 2.2. des Kaufvertrages vom 19. April 2006 eine andere Formulierung (act. 12/1). Darin wird in Ziffer 4.1.3 (ii) festgehalten, dass der Verkäufer den Käufer schadlos halten wird für alle externen Kosten, die von Anordnungen der zuständigen Behörden im Zusammenhang mit den Untersuchungen verursacht werden. Im Entwurf 3.1 des Kaufvertrages vom 2. Mai 2006 lautet die Formulierung dahingehend, dass der Verkäufer den Käufer schadlos halten wird, sofern die zuständige Behörde vom Käufer die Vornahme von Massnahmen ("any measures") verlangt (act. 21/3). Auch diese Formulierung wurde jedoch nicht beibehalten und im Entwurf 4.0. vom 5. Mai 2006 durch die Passage ersetzt, wonach der Verkäufer den Käufer für vor dem Closing verursachte Off-Site Kontaminationen schadlos hält, wobei ein "governmental clean-up order relating to a pending investigation" vorausgesetzt wird (act. 21/4 S. 21). Auch dieser Entwurf wurde wieder geändert, wobei die umstrittene Passage im Entwurf 4.5. vom 11. Mai 2006 ebenfalls vorsah, dass die Schadloshaltung durch den Verkäufer einen "governmental clean-up order relating to a pending investigation" voraussetzt (act. 12/7 S. 28). Die Formulierung, wonach die Schadloshaltung eine "governmental clean-up order" voraussetzt, hat bekanntlich auch Eingang in die definitive Version des Vertrages gefunden (act. 3/1).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Diese Entstehungsgeschichte der umstrittenen Schadloshaltungsklausel belegt entgegen der Ansicht der Klägerin gerade nicht, dass die Parteien den haftungsauslösenden Vorgang in einem weiten Sinn verstanden hatten. Vielmehr zeigt sie eine Einengung des haftungsauslösenden Vorgangs auf, indem zunächst gar nicht von Massnahmen gesprochen wurde, dann die Anordnung von Massnahmen und schliesslich eine Sanierungsanordnung vorausgesetzt wurde. Etwas anderes kann auch nicht aus der E-Mail von H._____ vom 5. Mai 2006 abgeleitet werden, worin dieser die Verhandlung vom Vortag zusammenfasst, zumal darin weniger die Frage nach den haftungsauslösenden Massnahmen als vielmehr die zeitliche Beschränkung der Haftung im Vordergrund steht, was die darin erwähnten Beispiele verdeutlichen (act. 3/22). Selbst wenn aus dieser E-Mail ein weites Begriffsverständnis der haftungsauslösenden Massnahmen ersichtlich sein sollte, so handelt es sich dabei allenfalls um das Verständnis der Klägerin. Dass die Beklagte ein solches Verständnis teilte, ergibt sich aus der E-Mail nicht. Die in der E-Mail verwendeten Formulierungen, insbesondere die Begriffe "obligation/requirements" wurden denn auch nicht in den definitiven Vertragstext übernommen. Aus den vorliegenden Urkunden lässt sich die klägerische Darstellung demnach nicht erhärten. Die Klägerin offeriert zur Behauptung, dass die Parteien ein weites Begriffsverständnis hatten und unter "governmental clean-up order" sämtliche Massnahmen verstanden H._____, I._____ und Dr. J._____ als Zeugen.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin legt aber auch hier nicht dar, aus welchen Tatsachen sie ableitet, dass die Vertreter der Beklagten ihr weites Begriffsverständnis geteilt hätten. Unter diesen Umständen ist nicht ersichtlich, inwiefern die angerufenen Zeugen einen gegenseitigen übereinstimmenden Willen bezeugen könnten. Es fehlt daher bereits an den für ein Beweisverfahren notwendigen Behauptungen. Dasselbe gilt für die ebenfalls angebotene Zeugeneinvernahme von Dr. L._____: Die Klägerin führt zwar aus, Dr. L._____ habe das Altlastenverfahren begleitet, jedoch behauptet sie weder, er habe an den Vertragsverhandlungen teilgenommen noch behauptet sie andere Tatsachen aufgrund welcher Dr. L._____ in der Lage wäre, Auskunft über den inneren Willen der Parteien, insbesondere der Beklagten, zu geben.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Zusammenfassend lässt sich aus den von der Klägerin angeführten Umständen zum vorvertraglichen Parteiverhalten nicht ableiten, dass die Parteien mit "governmental clean-up order" beliebige behördliche Anordnungen meinten.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3.2.3.7.Nachvertragliches Verhalten der Parteien	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Beklagte macht geltend, das nachvertragliche Verhalten der Klägerin belege, dass sie unter "governmental clean-up order" das Gleiche verstanden habe wie die Beklagte, nämlich die Sanierungsverfügung. Anders lasse es sich nicht erklären, weshalb die Klägerin, als ihr das Schreiben der SESA vom 16. März 2007 – welches die Durchführung einer Detailuntersuchung verlange und die von der Klägerin behaupteten Anforderungen an den haftungsauslösenden "governmental clean-up order" erfülle – zugestellt worden sei, der Beklagten nicht mitgeteilt habe, dass nun der haftungsauslösende "governmental clean-up order" vorliege (act. 24 Rz. 33 ff.). Anders lasse sich auch der Umstand nicht erklären, dass die Klägerin unmittelbar nach Ergehen der heute als haftungsauslösend qualifizierten Schreiben der SESA vom 14. April 2009 und vom 13. Mai 2009 keine Schadloshaltungsansprüche angemeldet habe, sondern vielmehr erst kurz vor Ablauf der dreijährigen Frist gemäss Ziffer 4.2 (iii) des Kaufvertrages allem Anschein nach um den Erlass der Sanierungsverfügung nach Art. 18 Abs. 2 AltV ersucht habe (act. 24 Rz. 38). Die Beklagte schliesst aus dem Schreiben der SESA vom 29. Mai 2009, dass die Klägerin aktiv um Erlass einer Sanierungsverfügung ersucht habe, was nicht notwendig gewesen wäre, wenn sie der Überzeugung gewesen wäre, dass schon die Schreiben vom 14. April 2009 und 13. Mai 2009 haftungsauslösend sind (act. 11 Rz. 124).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Es ist unbestritten, dass die SESA mit Schreiben vom 16. März 2007 eine Detailuntersuchung verlangte, mit Schreiben vom 14. April 2009 feststellte, dass das Betriebsgelände zu sanieren und zu überwachen sei und weitere Detailuntersuchungen verlangte und mit Schreiben vom 13. Mai 2009 wiederholte, dass der Standort einer Sanierung bedürfe (act. 1 Rz. 74, 115). Von diesen Schreiben bezeichnet die Klägerin immerhin die letzteren zwei als haftungsauslösende "governmental clean-up order" (act. 20 Rz. 72 f.). Folgerichtig wäre aus der Warte der Klägerin auch bereits das Schreiben vom 16. März 2007 als "governmental clean-up order" anzusehen. Tatsächlich stellt sich die Frage, weshalb die Klägerin ihre Haftungsansprüche nicht bereits nach Erhalt dieser Schreiben angemeldet hat. Dass die Klägerin die Schreiben zu diesem Zeitpunkt selber gar nicht als "governmental clean-up order" angesehen hat, wäre zumindest eine – wenn auch nicht die einzige – mögliche Erklärung für dieses nachvertragliche Verhalten. Das von der Beklagten angeführte Schreiben der SESA vom 29. Mai 2009 nimmt zwar Bezug auf ein Schreiben der Klägerin, ohne jedoch festzuhalten, was genau Gegenstand dieses Schreibens war. Die SESA bestätigte darin die bereits zuvor festgestellte Sanierungsbedürftigkeit und Notwendigkeit von Detailuntersuchungen. Zudem hielt sie fest, dass erst nach durchgeführter Detailuntersuchung eine präzise Sanierungsverfügung, welche die Modalitäten regle, erlassen werden könne (act. 12/8). Vom Inhalt des Schreibens kann demnach nicht ohne weiteres darauf geschlossen werden, dass die Klägerin vorgängig um eine Sanierungsverfügung im Sinne von Art. 18 AltlV ersucht hat. Es wäre durchaus auch möglich, dass die Klägerin sich lediglich nach dem Verfahrensstand erkundigt hat.	 #### Art. 18 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Aus dem nachvertraglichen Verhalten der Klägerin lassen sich somit keine unmittelbaren Schlüsse auf deren Verständnis des "governmental clean-up order" ziehen.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3.2.4.Zwischenfazit	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Der Klägerin gelingt es, unter anderem mangels Substantiierung und mangels genügender bzw. tauglicher Beweisofferten, wie dargelegt nicht, einen vom Ergebnis der normativen Auslegung abweichenden übereinstimmenden tatsächlichen Willen der Parteien nachzuweisen. Es ist daher vom Resultat der vorangegangenen normativen Auslegung auszugehen (Erw. 3.2.2.).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3.3.Qualifikation der vorliegenden Schreiben	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin betrachtet die beiden Schreiben der SESA vom 14. April 2009 und 13. Mai 2009 als haftungsauslösend. Im Schreiben vom 14. April 2009 hält die SESA unter dem Titel "Décision" fest, dass der Standort immer noch einer Sanierung und einer Überwachung bedürfe und die Fortsetzung der Detailuntersuchungen gemäss Art. 14 der Altlastenverordnung notwendig sei. Das Netz der Piezometer werde während des Sommers angebracht und die Resultate der ersten Messphase würden im Verlauf des nächsten Herbstes übermittelt (act. 3/14). Im Schreiben vom 13. Mai 2009 wurde wiederum unter "Décision" festgehalten, dass 1. der Standort mit chlorhaltigen Lösungsmitteln und mit BTEX kontaminiert sei; 2. eine Detailuntersuchung durchgeführt werden müsse, wobei die nächste Etappe die Installation von Piezometern gemäss dem im Rapport vom 18. März 2009 umschriebenen Projekt beinhalte und 3. eine Überwachung des Standorts notwendig sei. Zudem wird festgehalten, dass das weitere Vorgehen in der Folge durch die SESA neu bewertet werde (act. 3/15). Dieses Schreiben ist auch mit einer Rechtsmittelbelehrung versehen.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Beide Schreiben enthalten aber keine Anordnung von Sanierungsmassnahmen im Sinne von Art. 16 Abs. 1 AltlV. Sie beschränken sich auf die Feststellung der Sanierungsbedürftigkeit und die Anordnung von Untersuchungen und Überwachungen. Wie aus dem letzten zitierten Satz des Schreibens vom 13. Mai 2009 deutlich hervorgeht, war damals das weitere Vorgehen, also ob und allenfalls welche Sanierungsmassnahmen durchgeführt werden müssen, noch offen. Mithin stellen die beiden Schreiben keine "governmental clean-up orders" im Sinne des Vertrages dar.	 #### Art. 16 Abs. 1 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
3.4.Fazit	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Im Altlastenverfahren betreffend die Parzelle … in E._____ ist innerhalb von drei Jahren seit dem Closing kein "governmental clean-up order" ergangen, weshalb die Klage abzuweisen ist.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
4.                                                "Off-Site Contamination"	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
4.1.Parteistandpunkte	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin macht geltend, es hätten bereits vor dem Closing Verschmutzungen von "off-site"-Grundstücken vorgelegen. Dies werde durch sämtliche von der Klägerin in Auftrag gegebenen Untersuchungsberichte sowie von behördlicher Seite bestätigt (act. 20 Rz. 75 ff.). Die Klägerin beruft sich namentlich auf die Schreiben der SESA vom 16. März 2007 und 29. August 2008 sowie die Auswertung der Ergebnisse der technischen Untersuchung durch die F._____ vom 24. Mai 2006, die Untersuchungsberichte der N._____ vom 29. Juni 2008, 18. März 2009, 24. September 2009 und 27. September 2011 (act. 1 Rz. 113 ff., act. 20 Rz. 76 ff.). Sodann würden auch die Anordnungen der SESA vom 14. April 2009 und 13. Mai 2009 die Verschmutzung von off-site Grundstücken bestätigen (act. 20 Rz. 90). Dies ergebe sich vor allem daraus, dass die SESA im Schreiben vom 14. April 2009 von Standorten in der Mehrzahl spreche ("[…] les sites contaminés […]") und die Weiterverfolgung der Detailuntersuchung anordne (act. 20 Rz. 92). Auch die Anordnung vom 13. Mai 2009 halte fest, dass Grundstücke ausserhalb der Parzelle Nr. … kontaminiert seien, indem sie folgendes festhalte "Ils confirment la contamination des eaux souterraines à l'aval du site." (act. 20 Rz. 94).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Beklagte bestreitet eine off-site Kontamination. Bei den technischen Gutachten handle es sich lediglich um Parteibehauptungen. Zudem fehle es – selbst wenn man den "clean-up order" im klägerischen Sinne verstehen würde – an einer behördlichen Anordnung die sich auf Drittgrundstücke beziehe. Die Behörden hätten stets nur Anordnungen bezüglich der Parzelle … gemacht (act. 11 Rz. 92 und Rz. 133, act. 24 Rz. 122).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
4.2.Würdigung	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Es ist unstrittig, dass die Schadloshaltung eine Kontamination von Drittgrundstücken voraussetzt (act. 3/1). Es stellt sich die Frage, wann von einer solchen Verschmutzung auszugehen ist. Aus dem Vertragskontext ergibt sich, dass es sich dabei nur um eine behördlich festgestellte oder zumindest bestätigte Verschmutzung handeln kann, weil die Schadloshaltung nebst der off-site Kontamination auch eine behördliche Anordnung von Massnahmen verlangt, die sich gerade auf diese off-site Kontamination bezieht. Insofern sind die von der Klägerin eingeholten privaten Untersuchungsberichte nicht ausschlaggebend. Sie sind lediglich Teil der Untersuchung. Mit ihnen steht die Kontamination und damit die Sanierungsbedürftigkeit noch nicht definitiv fest. Überdies handelt es sich um Berichte, welche die Klägerin selber in Auftrag gegeben hat und welchen deshalb kaum Beweiswert zukommt. Relevant ist daher, ob sich die Behörden bereits zu einer Kontamination von Drittgrundstücken geäussert haben und diesbezüglich konkrete Massnahmen angeordnet haben. Dies ist nicht der Fall:	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Im Schreiben der SESA vom 16. März 2007 wird festgehalten, dass der Standort kontaminiert und eine Detailuntersuchung gemäss Art. 14 AltlV notwendig sei. Zu Grundstücken von Dritten äussert sich das Schreiben nicht (act. 3/10). Im Schreiben der SESA vom 29. August 2008 wird festgehalten, dass die Probeentnahmen von unterirdischen Gewässern im Abstrombereich des Standortes die Notwendigkeit einer Sanierung bestätigen würden. Auch hier wird wieder darauf hingewiesen, dass eine Detailuntersuchung gemäss Art. 14 AltlV notwendig sei. Diese bezwecke die Emissionsherde der Substanzen einzugrenzen, betreffe aber auch die Art und Weise, wie sich die Substanzen in der Umgebung verteilt hätten. Daher seien die den Standort betreffenden Untersuchungsarbeiten nicht auf das Gelände des Standortes zu beschränken, sondern auch auf das Gelände ausserhalb, unter welchem der verschmutzte Grundwasserstrom ("le panache de la pollution") durchfliesse, auszudehnen (act. 3/12). Mit diesem Schreiben wird klargestellt, dass sich die Untersuchungen auch auf umliegendes Gelände, unter welchem sich das verschmutzte Grundwasser bewegt, zu erstrecken hat. Dass Drittgrundstücke kontaminiert wären, wird aber auch hier weder erwähnt, noch werden Massnahmen mit Bezug auf eine Kontamination von Drittgrundstücken angeordnet.	 #### Art. 14 AltlV #### Art. 14 AltlV	2	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Wie bereits in Erw. 3.3. ausgeführt, hält das Schreiben vom 14. April 2009 fest, der Standort bedürfe weiterhin der Sanierung und Überwachung und die Fortsetzung der Detailuntersuchungen gemäss Art. 14 AltlV sei notwendig (act. 3/14). Die geltend gemachte Erwähnung von "les sites contaminés" ist im Kontext zu lesen, woraus sich ergibt, dass die Passage zum französischen Titel der dort zitierten Altlastenverordnung gehört ("l'article 14 de l'ordonnance sur les sites contaminés"). Daraus lässt sich jedenfalls nicht ableiten, dass sich die Anordnung auch auf Drittgrundstücke beziehen würde. Weitere Äusserungen, welche sich auf Drittgrundstücke beziehen, enthält das Schreiben nicht und werden von der Klägerin auch nicht geltend gemacht.	 #### Art. 14 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
In der Verfügung vom 13. Mai 2009 steht, die 2007 und 2008 erstellten Untersuchungen würden eine Belastung des Grundwassers im Abstrom des Grundstückes bestätigen, genügten den Anforderungen von Art. 14 AltlV jedoch noch nicht. Weiter wird erneut festgehalten, dass der Standort kontaminiert sei, eine Detailuntersuchung erstellt werden müsse und eine Überwachung erforderlich sei (act. 3/15). Auch dieses Schreiben bestätigt demnach die Kontamination nur in Bezug auf den Standort der Klägerin. Es erwähnt weder eine Kontamination von Drittgrundstücken, noch werden Massnahmen mit Bezug auf eine Kontamination von Drittgrundstücken angeordnet.	 #### Art. 14 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
